type,indicator,classification,notes
domain,infosms-verification.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,infosante-ameli.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,impot-remboursement.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,espace-vitale.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,einloggen-reaktivieren.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,clients-proximus.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,clientameli.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,carte-vitale-ameli.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assurance-rdv.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assurance-maladie-renouvellement.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assur-vitale.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,amelie-validation.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,amelie-carte-france.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameliassurancemaladie.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-votreassurance.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-pourtous.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-expirer-gouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,acivate-cvitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,acces-sante.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,2022-mon-renouvellement.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,2022-mon-assurance-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,xn--assurance-sant-okb.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,xn--amli-infos-c7a.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,sg-espaceparticulier.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,sfrclient-info.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,services-renouvelement-netflix-2022.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,serviceclientamelifr.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,service-livraison-bpost.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure-customers.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure-comptes-suspendu.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,s-amelis-france.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,restrictions-decompte.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,portail-vitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,personnel-secure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflixrenouvellements.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-info-secure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-authentification-client.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mon-espace-clients.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,metahousenft.in,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,login-secure-netflix.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,espace-ciient-ntfix.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cvitale-service.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,clientverif-boursorama.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cartevitalepourtous.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cartevitale.pro,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cartevitale-renouvellement.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
